link,title,review,price,installment,cluster,date
https://www.mercadolivre.com.br/lava-e-seca-smart-lg-vc2-14kg-inox-110v-look-com-intelignci-cor-preto/p/MLB36526185#polycard_client=search-nordic&wid=MLB3680964405&sid=search&searchVariation=MLB36526185&position=44&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca Smart LG Vc2 14kg Inox 110v Look Com Inteligênci Cor Preto,5.0,5474.0,"{'total_amount': 547.4, 'amount_per_installment': 547.4}",Lava E Seca Smart LG Vc2 14kg Inox 110v Look Com Inteligênci Cor Preto,2024-11-25T22:03:51.093240
https://www.mercadolivre.com.br/lava-e-seca-11kg7kg-electrolux-ultimate-care-lsw11-127v/p/MLB16002636#polycard_client=search-nordic&wid=MLB1716811271&sid=search&searchVariation=MLB16002636&position=40&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca 11kg/7kg Electrolux Ultimate Care (lsw11) 127V,4.7,4699.0,"{'total_amount': 469.9, 'amount_per_installment': 469.9}",Lava E Seca 11kg/7kg Electrolux Ultimate Care (lsw11) 127V,2024-11-25T22:03:51.093240
https://www.mercadolivre.com.br/lava-e-seca-roupas-14kg-vc4-lg-branca/p/MLB35813609#polycard_client=search-nordic&wid=MLB3705974363&sid=search&searchVariation=MLB35813609&position=48&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca Roupas 14kg Vc4 LG - Branca,5.0,4220.0,"{'total_amount': 405.61, 'amount_per_installment': 405.61}",Lava E Seca Roupas 14kg Vc4 LG - Branca,2024-11-25T22:03:51.093240
https://www.mercadolivre.com.br/lava-e-seca-13kg-midea-healthguard-branca-conectada-cor-branco-220v/p/MLB23986433#polycard_client=search-nordic&wid=MLB4353721246&sid=search&searchVariation=MLB23986433&position=42&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca 13kg Midea Healthguard Branca Conectada Cor Branco 220V,4.6,3821.0,"{'total_amount': 382.11, 'amount_per_installment': 382.11}",Lava E Seca 13kg Midea Healthguard Branca Conectada Cor Branco 220V,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-4559920992-lava-e-seca-smart-lg-vc5-12kg-branca-220v-cv3012wc5-_JM#polycard_client=search-nordic&position=51&search_layout=stack&type=item&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca  Smart LG Vc5 12kg Branca 220v Cv3012wc5,5.0,3774.0,"{'total_amount': 377.4, 'amount_per_installment': 377.4}",Lava E Seca  Smart LG Vc5 12kg Branca 220v Cv3012wc5,2024-11-25T22:03:51.093240
https://www.mercadolivre.com.br/lava-e-seca-lg-smart-vc4-12kg-branca-com-inteligncia-artifi-cor-branco/p/MLB36507711#polycard_client=search-nordic&wid=MLB4653175076&sid=search&searchVariation=MLB36507711&position=45&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca LG Smart Vc4 12kg Branca Com Inteligência Artifi Cor Branco,5.0,3896.0,"{'total_amount': 374.56, 'amount_per_installment': 374.56}",Lava E Seca LG Smart Vc4 12kg Branca Com Inteligência Artifi Cor Branco,2024-11-25T22:03:51.093240
https://www.mercadolivre.com.br/lava-e-seca-philco-smart-invertplus-lavagem-10kg-branco-127v/p/MLB35438923#polycard_client=search-nordic&wid=MLB3715660397&sid=search&searchVariation=MLB35438923&position=46&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca Philco Smart Invertplus Lavagem 10kg Branco 127v,4.5,2805.0,"{'total_amount': 280.57, 'amount_per_installment': 280.57}",Lava E Seca Philco Smart Invertplus Lavagem 10kg Branco 127v,2024-11-25T22:03:51.093240
https://www.mercadolivre.com.br/lava-e-seca-samsung-smart-13kg-branco-wd13t-127v/p/MLB37768913#polycard_client=search-nordic&wid=MLB5135118422&sid=search&searchVariation=MLB37768913&position=47&search_layout=stack&type=product&tracking_id=34b2cf6b-1aec-4fa5-9a9a-58328295b06e,Lava E Seca Samsung Smart 13kg Branco Wd13t 127v,,4369.0,"{'total_amount': 436.9, 'amount_per_installment': 436.9}",Lava E Seca Samsung Smart 13kg Branco Wd13t 127v,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-13kg-wd13t-smart?_lc=11,Lava e Seca Samsung 13kg Eco Bubble WD13T WD13T704DBX Smart cor Inox,4.6,4599.0,"{'total_amount': 459.9, 'amount_per_installment': 459.9}",Lava e Seca Samsung 13kg Eco Bubble WD13T WD13T704DBX Smart cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-12kg-vc5-cv3012mc5-cor-titanio?_lc=11,Lava e Seca LG 12kg VC5 CV3012MC5 cor Titânio,5.0,3319.55,"{'total_amount': None, 'amount_per_installment': None}",Lava e Seca LG 12kg VC5 CV3012MC5 cor Titânio,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-11kg-eco-bubble-wd11a-wd11a4453bx-inox?_lc=11,Lava e Seca Samsung 11kg Eco Bubble WD11A WD11A4453BX cor Inox,4.7,3850.11,"{'total_amount': 3850.11, 'amount_per_installment': 3850.11}",Lava e Seca Samsung 11kg Eco Bubble WD11A WD11A4453BX cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-philco-10kg-pls11t-inox?_lc=11,Lava e Seca Philco 10kg PLS11T Inox,4.3,2995.0,"{'total_amount': 299.5, 'amount_per_installment': 299.5}",Lava e Seca Philco 10kg PLS11T Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-10-1kg-eco-bubble-wd10m?_lc=11,"Lava e Seca Samsung 10,1kg Eco Bubble WD10M WD10M4453MW",4.9,2915.19,"{'total_amount': None, 'amount_per_installment': None}","Lava e Seca Samsung 10,1kg Eco Bubble WD10M WD10M4453MW",2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-11kg-wd11m4473px?_lc=11,Lava e Seca Samsung 11kg WD11M4473PX cor Inox,4.6,3509.1,"{'total_amount': 350.91, 'amount_per_installment': 350.91}",Lava e Seca Samsung 11kg WD11M4473PX cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-11kg-eco-bubble-wd11t?_lc=11,Lava e Seca Samsung 11kg Eco Bubble WD11T WD11T504DBX Smart cor Inox,4.9,4323.06,"{'total_amount': 459.9, 'amount_per_installment': 459.9}",Lava e Seca Samsung 13kg Eco Bubble WD13T WD13T704DBX Smart cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-midea-11kg-mf200d110wb-titanium?_lc=11,Lava e Seca Midea 11kg HealthGuard MF200D110WB cor Titânio,4.3,3199.0,"{'total_amount': None, 'amount_per_installment': None}",Lava e Seca Midea 11kg HealthGuard MF200D110WB cor Titânio,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-11kg-eco-bubble-wd11a?_lc=11,Lava e Seca Samsung 11kg Eco Bubble WD11A WD11A4453BW,4.6,3500.01,"{'total_amount': 3500.01, 'amount_per_installment': 3500.01}",Lava e Seca Samsung 11kg Eco Bubble WD11A WD11A4453BX cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-philco-10kg-pls11b?_lc=11,Lava e Seca Philco 10kg PLS11B,4.0,2499.9,"{'total_amount': 249.99, 'amount_per_installment': 249.99}",Lava e Seca Philco 10kg PLS11B,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-13kg-eco-bubble-wd13t?_lc=11,Lava e Seca Samsung 13kg Eco Bubble WD13T WD13T704DBH,5.0,4167.47,"{'total_amount': 694.58, 'amount_per_installment': 694.58}",Lava e Seca Samsung 13kg Eco Bubble WD13T WD13T704DBH,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-11kg-eco-bubble-wd11m-wd11m4473pw?_lc=11,Lava e Seca Samsung 11kg Eco Bubble WD11M WD11M4473PW,4.7,3077.19,"{'total_amount': None, 'amount_per_installment': None}","Lava e Seca Samsung 10,1kg Eco Bubble WD10M WD10M4453MW",2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-midea-10-5kg-healthguard-mf200d105wb-cor-titanio?_lc=11,"Lava e Seca Midea 10,5kg HealthGuard MF200D105WB cor Titânio",4.6,3199.0,"{'total_amount': 319.9, 'amount_per_installment': 319.9}",Lava e Seca Midea 11kg HealthGuard MF200D110WB cor Titânio,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-midea-11kg-master-clean-mfm01d110wb-wkbr?_lc=11,Lava e Seca Midea 11kg Master Clean MFM01D110WB/WKBR,5.0,2849.9,"{'total_amount': 171.06, 'amount_per_installment': 171.06}",Lava e Seca Midea 11kg Master Clean MFM01D110WB/WKBR,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-14kg-vc2-cv9014pc2-cor-inox?_lc=11,Lava e Seca LG 14kg VC2 CV9014PC2 cor Inox,,5129.05,"{'total_amount': 666.58, 'amount_per_installment': 666.58}",Lava e Seca LG 14kg VC2 CV9014PC2 cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-12kg-vc5-cv3012wc5?_lc=11,Lava e Seca LG 12kg VC5 CV3012WC5,3.5,3395.0,"{'total_amount': 210.42, 'amount_per_installment': 210.42}",Lava e Seca LG 12kg VC5 CV3012WC5,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-samsung-13kg-eco-bubble-wd13t504dbn-az-cor-inox?_lc=11,Lava e Seca Samsung 13kg Digital Inverter WD13T WD13T504DBN,,4699.0,"{'total_amount': 494.63, 'amount_per_installment': 494.63}",Lava e Seca Samsung 13kg Digital Inverter WD13T WD13T504DBN,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-11kg-cv5011ts4a?_lc=11,Lava e Seca LG 11kg Vivace VC4 CV5011TS4A,4.6,5699.0,"{'total_amount': None, 'amount_per_installment': None}",Lava e Seca LG 11kg Vivace VC4 CV5011TS4A,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-12kg-vc4-cv5012pc4a-cor-inox?_lc=11,Lava e Seca LG 12 VC4 CV5012PC4A cor Inox,,4044.65,"{'total_amount': 425.75, 'amount_per_installment': 425.75}",Lava e Seca LG 12 VC4 CV5012PC4A cor Inox,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-philco-11kg-invertplus-pls11a?_lc=11,Lava e Seca Philco 11kg Invertplus PLS11A,,2499.9,"{'total_amount': 249.99, 'amount_per_installment': 249.99}",Lava e Seca Philco 11kg Invertplus PLS11A,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-brastemp-10kg-bno10as-cor-titanio?_lc=11,Lava e Seca Brastemp 10kg BNO10AS cor Titânio,5.0,3397.97,"{'total_amount': 3397.97, 'amount_per_installment': 3397.97}",Lava e Seca Brastemp 10kg BNO10AS cor Titânio,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-12kg-vc4-cv5012mc4-cor-titanio?_lc=11,Lava e Seca LG 12kg VC4 CV5012MC4 cor Titânio,,4179.05,"{'total_amount': 366.58, 'amount_per_installment': 366.58}",Lava e Seca LG 12kg VC5 CV3012MC5 cor Titânio,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-midea-11kg-mf200d110wb?_lc=11,Lava e Seca Midea 11kg HealthGuard MF200D110WB,3.9,2999.0,"{'total_amount': 322.47, 'amount_per_installment': 322.47}",Lava e Seca Midea 11kg HealthGuard MF200D110WB,2024-11-25T22:03:51.093240
https://www.zoom.com.br/lavadora-roupas/lava-e-seca-lg-14kg-vc2-cv9014bc2-cor-preto-inox?_lc=11,Lava e Seca LG 14kg VC2 CV9014BC2 cor Preto Inox,,5129.05,"{'total_amount': 307.86, 'amount_per_installment': 307.86}",Lava e Seca LG 14kg VC2 CV9014PC2 cor Inox,2024-11-25T22:03:51.093240
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=vXyWJdDt%2BGU43UN5WVHvH11x7pGm4XoqnF1Vp8ClD3CUZL%2B1lQ5zMOGVns2b%2BM%2BC81pfl0%2BQLamYYOlaJZ%2BZBvVrhL57A3pP7iYOOr424vfxZzydxW%2BFSnd3zluVc17ZxDKr9CNpQ6M9pHREmLt7Y5cNJX86rOJ0NOpguWite6Do%2BGN0qLQ2I7LKWFIcDUU3UKFfPkG4emgUeEaDx3nrY%2BLwXlqwqamqEeI9acsluV1euXPUapzJzStxiiEpmnxAwLb%2FIwJqNmrJhFp1SK20EIP%2BZ161Mh5gt9I%2BJOMZfYJE2be%2FUSQRnORSXDZa35bccHWWPSeA7VE%2F6scVYoiaQlzQ5TBb8oIQAEd%2BUeObbFZX0yCpzUDFoDweRFjSNVg01xkVomaTF0LSGRwcSaZr2kNM7ytuM333EUM73K76NbC3YB0NOiOdTz0K1gaFIUD6uFh1bXr5RVSdlnjkOhzMmkDOmpJSt2E3kCGsLclCoh%2B9CXy9GrO8o7ycfb8HSSTqxcp18%2FC7Czl6iQSNH8z8C7MTDPbvtSKcYsb0rAmoDdDhY8en9Y14ztwMFMkppjgkaFN7exn9Lo8wMK91wkOnUVtDztObolZ1gL0j7MIGCIH75EEJX8VegBnDbVl2gGiSPNuzYwfoL31cBCz6Wi%2F2CGJ3Aunu1qqiTtdJ7b7aUu%2Bd4Uq3ign4zUeJT0IXLBsu3RA%3D&rb=x#polycard_client=search-nordic&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Tambor Traseiro Do Cesto 3045er0030e Lava E Seca LG Orig.,,395.99,"{'total_amount': 39.6, 'amount_per_installment': 39.6}",Tambor Traseiro Do Cesto 3045er0030e Lava E Seca LG Orig.,2024-11-25T22:03:51.093240
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lzxc8TCATIEtRmU%2BLTqxXFiwppYM0ja9aJJeZC8uJS2MbprUR3wH837m1lgwRN0y8Uy%2BvQWYBOLqnfYhplHb9gCPICa01Ia6oDRvCIaFITwmXMgFH6gmcTjhBI8cqo6PBDyJORxqA4ts1z%2B3UjZBR8wQgyCDaUGHiKJ32Xne4d4T4RQtXuU45f9C%2FroACXsXptPIbK4656v5p%2B9wC%2FySglhDAfzU5o7p%2Bk2IEd9YCAO%2BnAC%2BGRNucuzBySg8b%2B53PWWpT94qnAzITlKtZSqqHLy2QCUxt5D02hIGw7vcj2g8JBAr%2BAnEBEs%2B5CRd3Iua4v83K7yO29UhTRZ7KsA7wQRyqU905sp7qL5zPA4IDNTjDbO4mEyUS4YtuOue0t%2BbVbP6KAnSgM9N5qLj3VFLbwSPTMqEXT7P1JBsb5zHcjdOOS%2FvajIp7w02w3Qye0H45Kqa2dX8kU%2BsH8gJGONh%2FcQrmkc8O%2Fj71skk777PDvqDHJo3o3et2OXtvwG8uqPoQxDSaIfJzkxOvKkIRZSTlF9mTfznenpRTWIfWxQ1xFE0mszMI1tJMPZUXn%2FR33XfG5QCBL8F2BB0%2BdsA3Fp%2BumX7Plcjhp%2F2ph%2B%2BuR74Cs%2BvJ7nAC%2FUA3HEjXJ9hQu5ACHBufW%2BPZcie6Mtylfaxr%2BpKb6lN%2Fa1DDhyC1u74F0VZXUEY2z0QcMfo6U4EpesWqEXr2IF7eGo6gULJpeOcEPUgcgo%2FMQUe63muFh0LP5Qpth%2BS8QVDkDc0NJXDeaRKzGkA5bV3oh3RQl8V%2FQgIuo87VDhZH%2FZEE7Zdiz%2FZCj8z&rb=x#polycard_client=search-nordic&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9&wid=MLB3640500827&sid=search,Máquina De Lavar 11kg Midea Branca Conectada Cor Branco 220V,4.8,2799.0,"{'total_amount': 279.9, 'amount_per_installment': 279.9}",Máquina De Lavar 11kg Midea Branca Conectada Cor Branco 220V,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2641676038-lava-e-seca-samsung-wd106uhsawq-127v-somente-pecas-_JM#polycard_client=search-nordic&position=4&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Samsung Wd106uhsawq 127v Somente Peças,,10000.0,"{'total_amount': 1000.0, 'amount_per_installment': 1000.0}",Lava E Seca Samsung Wd106uhsawq 127v Somente Peças,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3837560915-gabinete-lava-e-seca-electrolux-lst12-so-retirar-aqui-_JM#polycard_client=search-nordic&position=5&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Gabinete Lava E Seca  Electrolux Lst12 / Só Retirar Aqui ,,299.0,"{'total_amount': 28.99, 'amount_per_installment': 28.99}",Gabinete Lava E Seca  Electrolux Lst12 / Só Retirar Aqui ,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3135427106-pecas-usadas-lava-e-seca-electrolux-lst-12-127v-_JM#polycard_client=search-nordic&position=6&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Peças Usadas Lava E Seca Electrolux Lst 12 127v,,1234.0,"{'total_amount': 119.38, 'amount_per_installment': 119.38}",Peças Usadas Lava E Seca Electrolux Lst 12 127v,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2664874466-lava-e-seca-electrolux-lse09-somente-pecas-a-venda-ok-_JM#polycard_client=search-nordic&position=7&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Electrolux Lse09 Somente Peças A Venda Ok,,101000.0,"{'total_amount': 10306.0, 'amount_per_installment': 10306.0}",Lava E Seca Electrolux Lse09 Somente Peças A Venda Ok,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3887816013-placa-lava-seca-samsung-wd11wd4000m-220v-_JM#polycard_client=search-nordic&position=8&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Placa Lava Seca Samsung Wd11/wd4000m 220v,,599.0,"{'total_amount': 59.9, 'amount_per_installment': 59.9}",Placa Lava Seca Samsung Wd11/wd4000m 220v,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3340736209-pecas-para-maquina-lavar-lg-lava-e-seca-wd1403rd-127v-85kg-_JM#polycard_client=search-nordic&position=9&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,"Pecas Para Maquina Lavar LG Lava E Seca Wd1403rd 127v 8,5kg",,150.0,"{'total_amount': 30.0, 'amount_per_installment': 30.0}","Pecas Para Maquina Lavar LG Lava E Seca Wd1403rd 127v 8,5kg",2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2704871838-manual-tecnico-servico-lava-e-seca-brastemp-ative-bws24a-_JM#polycard_client=search-nordic&position=10&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lava E Seca  Brastemp Ative! Bws24a,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lava E Seca  Brastemp Ative! Bws24a,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2730525686-manual-tecnico-servico-lava-e-seca-midea-modelos-lsa-e-lsx-_JM#polycard_client=search-nordic&position=11&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lava E Seca Midea Modelos Lsa E Lsx,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lava E Seca Midea Modelos Lsa E Lsx,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3701008872-manual-tecnico-servico-lava-e-seca-midea-modelos-lsd-10-e-12-_JM#polycard_client=search-nordic&position=12&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lava E Seca Midea Modelos Lsd 10 E 12,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lava E Seca Midea Modelos Lsa E Lsx,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3291648129-manual-tecnico-servico-maquina-lava-e-seca-brastemp-bnq10-_JM#polycard_client=search-nordic&position=13&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Maquina Lava E Seca  Brastemp Bnq10,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Maquina Lava E Seca  Brastemp Bnq10,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2689317959-manual-tecnico-servico-lava-e-seca-midea-em-pdf-_JM#polycard_client=search-nordic&position=14&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lava E Seca Midea Em Pdf,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lava E Seca Midea Em Pdf,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2689679336-manual-tecnico-servico-lavadora-front-load-lfe14-electrolux-_JM#polycard_client=search-nordic&position=15&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lavadora Front Load Lfe14 Electrolux,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lavadora Front Load Lfe14 Electrolux,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2713529158-manual-tecnico-servico-lava-seca-electrolux-lsi09-lsi11-_JM#polycard_client=search-nordic&position=16&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lava Seca Electrolux Lsi09 Lsi11 ,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lava Seca Electrolux Lsi09 Lsi11 ,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3360955215-manual-tecnico-servico-lava-e-seca-electrolux-lsw11-_JM#polycard_client=search-nordic&position=17&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual Técnico Serviço Lava E Seca Electrolux Lsw11,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual Técnico Serviço Lava E Seca Electrolux Lsw11,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2660422453-manual-de-servico-lava-e-seca-electrolux-lsw12-lsw15-digital-_JM#polycard_client=search-nordic&position=18&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Manual De Serviço Lava E Seca Electrolux Lsw12 Lsw15 Digital,,37.99,"{'total_amount': 12.66, 'amount_per_installment': 12.66}",Manual De Serviço Lava E Seca Electrolux Lsw12 Lsw15 Digital,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3608353515-maquina-de-lavar-a-seco-mamute-15-kg-_JM#polycard_client=search-nordic&position=19&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Maquina De Lavar A Seco Mamute 15 Kg,,12000.0,"{'total_amount': 1163.0, 'amount_per_installment': 1163.0}",Maquina De Lavar A Seco Mamute 15 Kg,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3631685665-lava-e-seca-samsung-15kg-maquina-para-vida-toda-_JM#polycard_client=search-nordic&position=20&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Samsung 15kg! Maquina Para Vida Toda,,3390.0,"{'total_amount': 339.0, 'amount_per_installment': 339.0}",Lava E Seca Samsung 15kg! Maquina Para Vida Toda,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3774905794-lava-e-seca-samsung-85kg-wd8854-pecas-e-partes--_JM#polycard_client=search-nordic&position=21&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Samsung 8.5kg Wd8854 ( Peças E Partes ),,155000.0,"{'total_amount': 15816.0, 'amount_per_installment': 15816.0}",Lava E Seca Samsung 8.5kg Wd8854 ( Peças E Partes ),2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3774859534-lava-e-seca-samsung-85kg-wd0854-pecas-e-partes--_JM#polycard_client=search-nordic&position=22&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Samsung 8.5kg Wd0854 ( Peças E Partes ),,155000.0,"{'total_amount': 15816.0, 'amount_per_installment': 15816.0}",Lava E Seca Samsung 8.5kg Wd8854 ( Peças E Partes ),2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3354036399-pecas-para-maquina-lavar-electrolux-lava-e-seca-lsw15-127v-_JM#polycard_client=search-nordic&position=23&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Pecas Para Maquina Lavar Electrolux Lava E Seca Lsw15 127v,,150.0,"{'total_amount': 30.0, 'amount_per_installment': 30.0}",Pecas Para Maquina Lavar Electrolux Lava E Seca Lsw15 127v,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-4454752902-rotor-da-lava-e-seca-samsung-_JM#polycard_client=search-nordic&position=24&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Rotor Da Lava E Seca Samsung ,,170.0,"{'total_amount': 16.52, 'amount_per_installment': 16.52}",Rotor Da Lava E Seca Samsung ,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3398477343-lava-e-seca-samsung-com-defeito-wd9102rnw-127-v-_JM#polycard_client=search-nordic&position=25&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Samsung Com Defeito Wd9102rnw 127 V,,750.0,"{'total_amount': 72.71, 'amount_per_installment': 72.71}",Lava E Seca Samsung Com Defeito Wd9102rnw 127 V,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-2196508899-consertos-e-reparos-em-placas-de-lava-e-seca-_JM#polycard_client=search-nordic&position=26&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Consertos E Reparos Em Placas De Lava E Seca,,8.0,,Consertos E Reparos Em Placas De Lava E Seca,2024-11-25T22:03:51.093240
https://produto.mercadolivre.com.br/MLB-3643631171-lava-e-seca-roupas-14kg-vc4-lg-branca-_JM#polycard_client=search-nordic&position=27&search_layout=stack&type=item&tracking_id=92237150-67e6-4e5d-8875-3ae7e81365d9,Lava E Seca Roupas 14kg Vc4 LG - Branca,4.0,4220.0,"{'total_amount': 422.0, 'amount_per_installment': 422.0}",Lava E Seca Roupas 14kg Vc4 LG - Branca,2024-11-25T22:03:51.093240
