link,title,review,price,installment,cluster,date
https://www.magazineluiza.com.br/lava-e-seca-lg-12kg-smart-vc4-cv5012pc4-com-inteligencia-artificial-agua-quente-e-fria-prata/p/238058200/ed/ela1/,Lava e Seca LG 12kg Smart VC4 CV5012PC4 com Inteligência Artificial Água Quente e Fria Prata,4.8,4556.07,"{'total_amount': 4899.0, 'amount_per_installment': 489.9}",Lava e Seca LG 12kg Smart VC4 CV5012PC4 com Inteligência Artificial Água Quente e Fria Prata,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-105kg-midea-healthguard-titanium-conectada/p/efec82812d/ed/ela1/,"Lava e Seca 10,5kg Midea HealthGuard Titanium Conectada",4.5,3199.0,"{'total_amount': 3199.0, 'amount_per_installment': 319.9}","Lava e Seca 10,5kg Midea HealthGuard Titanium Conectada",2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-midea-11kg-smart-wi-fi-healthguard-14-programas-titanium-mf200d110wb/p/234659200/ed/ela1/,Lava e Seca Midea 11Kg Smart Wi-Fi HealthGuard 14 Programas Titanium MF200D110WB,4.7,3229.05,"{'total_amount': 3399.0, 'amount_per_installment': 339.9}",Lava e Seca Midea 11Kg Smart Wi-Fi HealthGuard 14 Programas Titanium MF200D110WB,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-digital-inverter-samsung-ecobubble-wd10m-branca-10-1kg/p/ha0edb73ge/ed/ela1/,Lava e Seca Digital Inverter Samsung Ecobubble WD10M Branca 10.1kg,4.4,3239.1,"{'total_amount': 3239.1, 'amount_per_installment': 323.91}",Lava e Seca Digital Inverter Samsung Ecobubble WD10M Branca 10.1kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-11kg-inverter-3-em-1-agua-quente-e-fria-wd11a4453bx/p/234654600/ed/ela1/,Lava e Seca Samsung 11kg Inverter,4.7,4091.07,"{'total_amount': 4399.0, 'amount_per_installment': 439.9}",Lava e Seca Samsung 11kg Inverter,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-samsung-wd13t-13kg-digital-inverter-3-em-1-agua-quente-e-fria/p/237247300/ed/ela1/,Lava e Seca Smart Samsung WD13T 13kg Digital Inverter 3 em 1 Água Quente e Fria,4.7,4605.06,"{'total_amount': 4899.0, 'amount_per_installment': 489.9}",Lava e Seca Smart Samsung WD13T 13kg Digital Inverter 3 em 1 Água Quente e Fria,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-14kg-smart-smart-vc4-cv5014wc4-com-inteligencia-artificial-agua-quente-e-fria-branca/p/238058000/ed/ela1/,Lava e Seca LG 14kg Smart Smart VC4 CV5014WC4 com,4.6,4749.05,"{'total_amount': 4999.0, 'amount_per_installment': 499.9}",Lava e Seca LG 14kg Smart Smart VC4 CV5014WC4 com,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-midea-11kg-inverter-branca-mf200d110wb/p/234659100/ed/ela1/,Lava e Seca Smart Midea 11kg Inverter Branca MF200D110WB,4.6,3039.05,"{'total_amount': 3199.0, 'amount_per_installment': 319.9}",Lava e Seca Smart Midea 11kg Inverter Branca MF200D110WB,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-12kg-smart-vc4-cv5012pc4-com-inteligencia-artificial-agua-quente-e-fria-prata/p/238058300/ed/ela1/,Lava e Seca LG 12kg Smart VC4 CV5012PC4 com Inteligência Artificial Água Quente e Fria Prata,4.8,4556.07,"{'total_amount': 4899.0, 'amount_per_installment': 489.9}",Lava e Seca LG 12kg Smart VC4 CV5012PC4 com Inteligência Artificial Água Quente e Fria Prata,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-tcl-11kg-c311wds1-inverter-agua-quente-e-fria-cinza/p/238150000/ed/ela1/,Lava e Seca TCL 11kg C311WDS1 Inverter,4.3,3198.99,"{'total_amount': 3367.36, 'amount_per_installment': 336.74}",Lava e Seca TCL 11kg C311WDS1 Inverter,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-midea-master-clean-smart-11kg-titanium-mfm01d110wb-tkbr/p/hg56a826c4/ed/ela1/,Lava e Seca Midea Master Clean Smart 11kg Titanium MFM01D110WB/TKBR,4.9,2999.0,"{'total_amount': 2999.0, 'amount_per_installment': 299.9}",Lava e Seca Midea Master Clean Smart 11kg Titanium MFM01D110WB/TKBR,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-com-inteligencia-artificial-aidd-12kg-lg-vc5-cv3012wc5-branco/p/aba2749efa/ed/ela1/,Lava e Seca Smart com Inteligência Artificial AIDD 12Kg LG VC5 CV3012WC5 Branco,4.7,3595.0,"{'total_amount': 3595.0, 'amount_per_installment': 359.5}",Lava e Seca Smart com Inteligência Artificial AIDD 12Kg LG VC5 CV3012WC5 Branco,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-12kg-smart-vc4-cv5012wc4-com-inteligencia-artificial-agua-quente-e-fria-branca/p/238058400/ed/ela1/,Lava e Seca LG 12kg Smart VC4 CV5012WC4 com,4.7,3999.0,"{'total_amount': 4165.63, 'amount_per_installment': 416.56}",Lava e Seca LG 12kg Smart VC4 CV5012WC4 com,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-samsung-wd13t-13kg-digital-inverter-3-em-1-agua-quente-e-fria-branca/p/237247500/ed/ela1/,Lava e Seca Smart Samsung WD13T 13kg Digital Inverter 3 em 1 Água Quente e Fria Branca,4.7,4369.05,"{'total_amount': 4599.0, 'amount_per_installment': 459.9}",Lava e Seca Smart Samsung WD13T 13kg Digital Inverter 3 em 1 Água Quente e Fria,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-philco-16-programas-eco-inverter-10-kg-inox-pls11t/p/kf81k0kfdd/ed/ela1/,Lava e Seca Philco 16 Programas Eco Inverter 10 kg Inox PLS11T,4.4,3443.33,"{'total_amount': 3443.33, 'amount_per_installment': 344.33}",Lava e Seca Philco 16 Programas Eco Inverter 10 kg Inox PLS11T,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-bno10as-inverter-quente-titanium/p/237971900/ed/ela1/,Lava e Seca Brastemp 10Kg BNO10AS Inverter Quente,4.3,3609.05,"{'total_amount': 3799.0, 'amount_per_installment': 379.9}",Lava e Seca Brastemp 10Kg BNO10AS Inverter Quente,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-bnc10as-inverter-quente-titanium/p/237972700/ed/ela1/,Lava e Seca Brastemp 10Kg BNC10AS Inverter Quente,4.4,3799.05,"{'total_amount': 3999.0, 'amount_per_installment': 399.9}",Lava e Seca Brastemp 10Kg BNO10AS Inverter Quente,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-14kg-smart-vc4-cv5014pc4-com-inteligencia-artificial-agua-quente-e-fria-prata/p/238057800/ed/ela1/,Lava e Seca LG 14kg Smart VC4 CV5014PC4 com,4.6,5224.05,"{'total_amount': 5499.0, 'amount_per_installment': 549.9}",Lava e Seca LG 12kg Smart VC4 CV5012WC4 com,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-philco-pls11b-invertplus-16-programas-lavagem-10kg-branco-127v/p/dabe68bjak/ed/ela1/,Lava e Seca Philco Pls11b Invertplus 16 Programas Lavagem 10kg Branco 127v,4.3,3222.9,"{'total_amount': 3222.9, 'amount_per_installment': 322.29}",Lava e Seca Philco Pls11b Invertplus 16 Programas Lavagem 10kg Branco 127v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-bno10ab-inverter-quente-branco/p/237972100/ed/ela1/,Lava e Seca Brastemp 10Kg BNO10AB Inverter Quente,4.4,3419.05,"{'total_amount': 3599.0, 'amount_per_installment': 359.9}",Lava e Seca Brastemp 10Kg BNO10AS Inverter Quente,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-wd11m-com-digital-inverter-wd11m4473px-inox-look-11-7kg/p/agc0echaa8/ed/ela1/,Lava e Seca Samsung WD11M com Digital Inverter WD11M4473PX Inox Look 11/7kg,4.5,3509.1,"{'total_amount': 3509.1, 'amount_per_installment': 350.91}",Lava e Seca Samsung WD11M com Digital Inverter WD11M4473PX Inox Look 11/7kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-electrolux-11kg-branca-perfect-care-inverter-com-agua-quente-vapor-lsp11/p/djd1ebej79/ed/ela1/,Lava e Seca Electrolux 11Kg Branca Perfect Care Inverter com Água Quente/Vapor (LSP11),4.5,3699.0,"{'total_amount': 3699.0, 'amount_per_installment': 369.9}",Lava e Seca Electrolux 11Kg Branca Perfect Care Inverter com Água Quente/Vapor (LSP11),2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-bnc10ab-inverter-smart-sensor-agua-quente-branco/p/237972900/ed/ela1/,Lava e Seca Brastemp 10kg BNC10AB Inverter,3.9,3514.05,"{'total_amount': 3699.0, 'amount_per_installment': 369.9}",Lava e Seca Brastemp 10kg BNC10AB Inverter,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-lg-vc5-12kg-branca-220v-com-inteligencia-artificial-aidd-cv3012wc5a/p/hee0055113/ed/ela1/,Lava e Seca Smart LG VC5 12kg Branca 220v com Inteligência Artificial AIDD CV3012WC5A,4.8,3999.0,"{'total_amount': 3999.0, 'amount_per_installment': 399.9}",Lava e Seca Smart LG VC5 12kg Branca 220v com Inteligência Artificial AIDD CV3012WC5A,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lavadora-smart-lg-vc4-13kg-220v-branco-com-ia-aidd-fv5013wc4a/p/ddg7165a4e/ed/ela1/,Lavadora Smart LG VC4 13KG 220v Branco com IA AIDD - FV5013WC4A,3.3,3399.0,"{'total_amount': 3399.0, 'amount_per_installment': 339.9}",Lavadora Smart LG VC4 13KG 220v Branco com IA AIDD - FV5013WC4A,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-smart-vc4-14kg-titanium-com-inteligencia-artificial-aidd-cv5014mc4-127v/p/ggc98c13e1/ed/ela1/,Lava e Seca LG Smart VC4 14kg Titanium com Inteligência Artificial AIDD (CV5014MC4) - 127v,4.9,4999.0,"{'total_amount': 4999.0, 'amount_per_installment': 499.9}",Lava e Seca LG Smart VC4 14kg Titanium com Inteligência Artificial AIDD (CV5014MC4) - 127v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-tcl-11kg-c311wds1-inverter-agua-quente-e-fria-cinza/p/238149900/ed/kted/,Lava e Seca TCL 11kg C311WDS1 Inverter,4.3,3198.99,"{'total_amount': 3367.36, 'amount_per_installment': 336.74}",Lava e Seca TCL 11kg C311WDS1 Inverter,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-smart-vc2-14kg-inox-look-com-inteligencia-artificial-aidd-cv9014pc2-110v/p/jg7fg5af9c/ed/ela1/,Lava e Seca LG Smart VC2 14kg Inox Look com Inteligência Artificial AIDD (CV9014PC2) - 110v,5.0,5599.0,"{'total_amount': 5599.0, 'amount_per_installment': 559.9}",Lava e Seca LG Smart VC2 14kg Inox Look com Inteligência Artificial AIDD (CV9014PC2) - 110v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-wd11m-com-digital-inverter-wd11m4473pw-branca-11-7kg/p/aee3c4fhj8/ed/ela1/,Lava e Seca Samsung WD11M com Digital Inverter WD11M4473PW Branca 11/7kg,4.7,3419.1,"{'total_amount': 3419.1, 'amount_per_installment': 341.91}",Lava e Seca Samsung WD11M com Digital Inverter WD11M4473PW Branca 11/7kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-philco-11kg-pls11a-eco-invertplus-16-programas-lavagem-branca/p/dbcj75d86e/ed/ela1/,Lava e Seca Philco 11kg Pls11a Eco Invertplus 16 Programas Lavagem Branca,5.0,2899.9,"{'total_amount': 2899.9, 'amount_per_installment': 289.99}",Lava e Seca Philco 11kg Pls11a Eco Invertplus 16 Programas Lavagem Branca,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-com-inteligencia-artificial-aidd-12kg-lg-vc5-cv3012mc5-titanium/p/ak0d4791c1/ed/ela1/,Lava e Seca Smart com Inteligência Artificial AIDD 12Kg LG VC5 CV3012MC5 Titanium,4.9,3798.0,"{'total_amount': 4747.5, 'amount_per_installment': 474.75}",Lava e Seca Smart com Inteligência Artificial AIDD 12Kg LG VC5 CV3012WC5 Branco,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-smart-vc2-14kg-black-inox-com-inteligencia-artificial-aidd-cv9014bc2-110v/p/hc3ad4f0ga/ed/ela1/,Lava e Seca LG Smart VC2 14kg Black Inox com Inteligência Artificial AIDD (CV9014BC2) - 110v,5.0,5699.0,"{'total_amount': 5699.0, 'amount_per_installment': 569.9}",Lava e Seca LG Smart VC2 14kg Inox Look com Inteligência Artificial AIDD (CV9014PC2) - 110v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-18kg-smart-inteligencia-artificial-agua-quente-e-fria-wd18t6500gv/p/232118000/ed/ela1/,Lava e Seca Samsung 18kg Smart Inteligência,4.8,8074.05,"{'total_amount': 8499.0, 'amount_per_installment': 849.9}",Lava e Seca Samsung 18kg Smart Inteligência,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-philco-smart-invertplus-16-programas-lavagem-10kg-branco/p/ec5g58a05a/ed/ela1/,Lava e Seca Philco Smart Invertplus 16 Programas Lavagem 10kg Branco,3.8,2700.11,"{'total_amount': 2934.9, 'amount_per_installment': 293.49}",Lava e Seca Philco Smart Invertplus 16 Programas Lavagem 10kg Branco,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-seca-11kg-ultimate-care-front-load-electrolux-lsw11/p/jj2696hc6c/ed/ela1/,Lava & Seca 11Kg Ultimate Care Front Load Electrolux (LSW11),4.4,4699.0,"{'total_amount': 4699.0, 'amount_per_installment': 469.9}",Lava & Seca 11Kg Ultimate Care Front Load Electrolux (LSW11),2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-philco-16-programas-eco-inverter-11kg-titanio-pls11c/p/djage2a453/ed/ela1/,Lava e Seca Philco 16 Programas Eco Inverter 11kg Titânio PLS11C,,3199.0,"{'total_amount': 3554.44, 'amount_per_installment': 355.44}",Lava e Seca Philco 16 Programas Eco Inverter 10 kg Inox PLS11T,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-6kg-prata-agua-quente-com-ciclo-tira-manchas-pro-e-ciclo-1h-pronto-para-vestir/p/afbg7984gh/ed/ela1/,Lava e Seca Brastemp 10kg/6kg Prata Água Quente com Ciclo Tira Manchas Pro e Ciclo 1h Pronto para Vestir,4.4,4193.07,"{'total_amount': 4193.07, 'amount_per_installment': 419.31}",Lava e Seca Brastemp 10kg/6kg Prata Água Quente com Ciclo Tira Manchas Pro e Ciclo 1h Pronto para Vestir,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-18kg-wd18sv2s6b-assfbrs-agua-fria-inox-look/p/238446700/ed/ela1/,Lava e Seca LG 18kg WD18SV2S6B.ASSFBRS Água Fria Inox Look,3.7,7999.0,"{'total_amount': 8509.57, 'amount_per_installment': 850.96}",Lava e Seca LG 18kg WD18SV2S6B.ASSFBRS Água Fria Inox Look,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-11kg-3-em-1-agua-quente-e-fria-wd11t504dbx/p/234654800/ed/ela1/,Lava e Seca Samsung 11kg,4.7,4323.06,"{'total_amount': 4599.0, 'amount_per_installment': 459.9}",Lava e Seca Samsung 11kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-lg-18kg-wd18bv2s6b-ablfbrs-agua-quente-e-fria-black-inox/p/238446500/ed/ela1/,Lava e Seca LG 18kg WD18BV2S6B.ABLFBRS Água Quente e Fria Black Inox,5.0,7999.0,"{'total_amount': 8509.57, 'amount_per_installment': 850.96}",Lava e Seca LG 18kg WD18BV2S6B.ABLFBRS Água Quente e Fria Black Inox,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-seca-11-kg-samsung-smartthings-inox-look-com-12-programas-de-lavagem-wd11t504dbx/p/jk8h46b107/ed/ela1/,Lava & Seca 11 Kg Samsung SmartThings Inox Look com 12 Programas de Lavagem - WD11T504DBX,5.0,4724.07,"{'total_amount': 4724.07, 'amount_per_installment': 472.41}",Lava & Seca 11 Kg Samsung SmartThings Inox Look com 12 Programas de Lavagem - WD11T504DBX,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-wd11a-com-ecobubble-wd11a4453bx-inox-look-11-7kg/p/da255aj3k7/ed/ela1/,Lava e Seca Samsung WD11A com Ecobubble WD11A4453BX Inox Look 11/7kg,4.7,4099.0,"{'total_amount': 4099.0, 'amount_per_installment': 409.9}",Lava e Seca Samsung WD11A com Ecobubble WD11A4453BX Inox Look 11/7kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-lg-vc4-12kg-com-inteligencia-artificial-aidd-cv5012wc4/p/bghada0k82/ed/ela1/,Lava e Seca Smart LG VC4 12kg com Inteligência Artificial AIDD CV5012WC4,4.0,4099.0,"{'total_amount': 4554.44, 'amount_per_installment': 455.44}",Lava e Seca Smart LG VC4 12kg com Inteligência Artificial AIDD CV5012WC4,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-midea-healthguard-smart-11kg/p/kd83f87a90/ed/ela1/,Lava e Seca Midea HealthGuard Smart 11kg,,3499.9,"{'total_amount': 3888.78, 'amount_per_installment': 324.07}",Lava e Seca Midea HealthGuard Smart 11kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-101kg-6kg-prata-agua-quente-com-ciclo-tira-manchas-pro-e-ciclo-1h-pronto-para-vestir-bnq10as/p/jk6f9ach2d/ed/ela1/,"Lava e Seca Brastemp 10,1kg/6kg prata Água Quente com Ciclo Tira Manchas Pro e Ciclo 1h Pronto para Vestir - BNQ10AS",4.6,4719.0,"{'total_amount': 4719.0, 'amount_per_installment': 471.9}",Lava e Seca Brastemp 10kg/6kg Prata Água Quente com Ciclo Tira Manchas Pro e Ciclo 1h Pronto para Vestir,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-bnq10ab-inverter-14-programas-de-lavagem-branca/p/227307000/ed/ela1/,Lava e Seca Brastemp 10Kg BNQ10AB Inverter 14 Programas de Lavagem Branca,4.8,3894.05,"{'total_amount': 4099.0, 'amount_per_installment': 409.9}",Lava e Seca Brastemp 10Kg BNQ10AB Inverter 14 Programas de Lavagem Branca,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/maquina-de-lavar-roupas-14kg-lg-cv5014pc4-lava-e-seca-inox/p/gj1jk5f6kj/ed/ela1/,"Máquina de Lavar Roupas 14Kg LG CV5014PC4 Lava e Seca, Inox",,5680.47,"{'total_amount': 5680.47, 'amount_per_installment': 568.05}","Máquina de Lavar Roupas 14Kg LG CV5014PC4 Lava e Seca, Inox",2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-11kg-midea-healthguard-titanium-conectada/p/bhh1085g1g/ed/ela1/,Lava e Seca 11Kg Midea HealthGuard Titanium Conectada,3.7,3899.0,"{'total_amount': 3899.0, 'amount_per_installment': 389.9}","Lava e Seca 10,5kg Midea HealthGuard Titanium Conectada",2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-seca-14-kg-lg-smart-com-inteligencia-artificial-aidd-inox-look-com-13-programas-de-lavagem-cv5014pc4/p/bdcd05h942/ed/ela1/,Lava & Seca 14 Kg LG Smart com Inteligência Artificial AIDD Inox Look com 13 Programas de Lavagem - CV5014PC4,5.0,4945.98,"{'total_amount': 4945.98, 'amount_per_installment': 494.6}",Lava & Seca 14 Kg LG Smart com Inteligência Artificial AIDD Inox Look com 13 Programas de Lavagem - CV5014PC4,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-midea-13kg-healthguard-smart-inverter-agua-fria-e-quente-titanium/p/238636300/ed/ela1/,Lava e Seca Midea 13kg HealthGuard Smart Inverter Água Fria e Quente Titanium,,4199.0,"{'total_amount': 4420.0, 'amount_per_installment': 442.0}",Lava e Seca Midea 13kg HealthGuard Smart Inverter Água Fria e Quente Titanium,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-digital-inverter-wd13t-inox-13kg-samsung/p/kf3241d7f3/ed/ela1/,Lava e Seca Smart Digital Inverter WD13T Inox 13kg,2.7,4599.0,"{'total_amount': 4599.0, 'amount_per_installment': 459.9}",Lava e Seca Smart Digital Inverter WD13T Inox 13kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-seca-midea-mf200d130-13kg-conexao-wi-fi-branca-110v/p/akb9gak2h3/ed/ela1/,Lava Seca Midea Mf200d130 13kg Conexão Wi-Fi Branca 110v,5.0,3916.8,"{'total_amount': 4352.0, 'amount_per_installment': 435.2}",Lava Seca Midea Mf200d130 13kg Conexão Wi-Fi Branca 110v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-brastemp-10kg-6kg-titanium-agua-quente-com-smart-sensor-tira-manchas-pro-e-motor-inverter-bnc10as/p/jhfh0d4abj/ed/ela1/,"Lava e Seca Brastemp 10kg/6kg Titanium Água Quente com Smart Sensor, Tira Manchas Pro e Motor Inverter - BNC10AS",5.0,3616.92,"{'total_amount': 3616.92, 'amount_per_installment': 361.69}","Lava e Seca Brastemp 10kg/6kg Titanium Água Quente com Smart Sensor, Tira Manchas Pro e Motor Inverter - BNC10AS",2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-11kg-wd11a-wd11a4453bw-digital-inverter-ecobubble-branca-127v/p/feb45f16gk/ed/ela1/,Lava e Seca Samsung 11kg Wd11a Wd11a4453bw Digital Inverter Ecobubble Branca 127v,5.0,3699.9,"{'total_amount': 3699.9, 'amount_per_installment': 369.99}",Lava e Seca Samsung 11kg Wd11a Wd11a4453bw Digital Inverter Ecobubble Branca 127v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-105kg-branca-midea-healthguard-conectada/p/aj8aace42g/ed/ela1/,"Lava e Seca 10,5kg Branca Midea HealthGuard Conectada",4.6,3099.0,"{'total_amount': 3099.0, 'amount_per_installment': 309.9}","Lava e Seca 10,5kg Branca Midea HealthGuard Conectada",2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-bespoke-samsung-ai-laundry-heat-pump-wd20d-inox-20kg/p/kf99j07a3k/ed/ela1/,Lava e Seca Bespoke Samsung AI Laundry Heat Pump WD20D Inox 20kg,,18999.0,"{'total_amount': 18999.0, 'amount_per_installment': 1899.9}",Lava e Seca Bespoke Samsung AI Laundry Heat Pump WD20D Inox 20kg,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-18-kg-samsung-eco-bubble-black-inox-look-com-25-programas-de-lavagem-wd18t6500faz/p/ae0d0khdc0/ed/ela1/,Lava e Seca 18 Kg Samsung Eco Bubble Black Inox Look com 25 Programas de Lavagem - WD18T6500FAZ,4.0,8170.1,"{'total_amount': 8170.1, 'amount_per_installment': 817.01}",Lava e Seca 18 Kg Samsung Eco Bubble Black Inox Look com 25 Programas de Lavagem - WD18T6500FAZ,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-smart-lg-14kg-com-inteligencia-artificial-aidd-lg/p/fdeg17795f/ed/ela1/,Lava e Seca Smart LG 14kg com Inteligência Artificial AIDD LG,,4170.74,"{'total_amount': 4390.25, 'amount_per_installment': 439.03}",Lava e Seca Smart LG 14kg com Inteligência Artificial AIDD LG,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-seca-midea-mf200d130-13kg-conexao-wi-fi-branca-220v/p/aebc8d7c3c/ed/ela1/,Lava Seca Midea Mf200d130 13kg Conexão Wi-Fi Branca 220v,5.0,3916.8,"{'total_amount': 4352.0, 'amount_per_installment': 435.2}",Lava Seca Midea Mf200d130 13kg Conexão Wi-Fi Branca 110v,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lavadora-e-secadora-lg-washtower-17kg-preto-inox-220v-wk17bs6a/p/ecgf7kb0ba/ed/ela1/,Lavadora e Secadora LG WashTower 17KG Preto Inox 220V WK17BS6A,,21900.0,"{'total_amount': 21900.0, 'amount_per_installment': 2190.0}",Lavadora e Secadora LG WashTower 17KG Preto Inox 220V WK17BS6A,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-midea-13kg-titanium-healthguard-smart-mf200/p/jk10cb87f1/ed/ela1/,Lava e Seca Midea 13kg Titanium HealthGuard Smart MF200,,3695.12,"{'total_amount': 4199.0, 'amount_per_installment': 349.92}",Lava e Seca Midea 13kg Titanium HealthGuard Smart MF200,2024-11-25T22:03:51.093240
https://www.magazineluiza.com.br/lava-e-seca-samsung-11kg-inverter-3-em-1-agua-quente-e-fria-branca-wd11m4473pw/p/egf941jbg4/ed/ela1/,Lava e Seca Samsung 11kg Inverter - 3 em 1 Água Quente e Fria Branca WD11M4473PW,,3699.9,"{'total_amount': 3699.9, 'amount_per_installment': 369.99}",Lava e Seca Samsung 11kg Inverter - 3 em 1 Água Quente e Fria Branca WD11M4473PW,2024-11-25T22:03:51.093240
